2024-10-03 10:52:52 - Value retrieved: bar, Response time: 0.0970 seconds
2024-10-03 10:54:00 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:54:02 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 10:54:04 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:54:06 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:08 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 10:54:10 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:54:12 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:54:14 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 10:54:16 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:54:18 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:54:20 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-03 10:54:22 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:24 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:54:26 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:54:28 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 10:54:30 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:32 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 10:54:34 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:54:36 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:37 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:39 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:54:41 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 10:54:43 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:54:45 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 10:54:46 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:54:48 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:54:50 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:54:52 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 10:54:53 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:54:55 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 10:54:57 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:54:59 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 10:55:01 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 10:55:03 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 10:55:05 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 10:55:07 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:55:09 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:55:11 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:55:13 - Value retrieved: bar, Response time: 0.0833 seconds
2024-10-03 10:55:15 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:55:17 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:55:19 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:55:21 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:55:23 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 10:55:25 - Value retrieved: bar, Response time: 0.0721 seconds
2024-10-03 10:55:27 - Value retrieved: bar, Response time: 0.0842 seconds
2024-10-03 10:55:29 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:55:31 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:55:33 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 10:55:35 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:55:37 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:55:39 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:55:41 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:55:43 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:55:45 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:55:47 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 10:55:49 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:55:51 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:55:53 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:55:55 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:55:57 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:55:58 - Value retrieved: bar, Response time: 0.0736 seconds
2024-10-03 10:56:00 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:56:02 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:56:04 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:56:05 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:56:07 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:56:09 - Value retrieved: bar, Response time: 0.0769 seconds
2024-10-03 10:56:11 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 10:56:13 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:56:15 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:56:17 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-03 10:56:18 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:56:20 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:56:22 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:56:24 - Value retrieved: bar, Response time: 0.0744 seconds
2024-10-03 10:56:26 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 10:56:28 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:56:30 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 10:56:32 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 10:56:34 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:56:36 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:56:38 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:56:40 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:56:42 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:56:44 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 10:56:46 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:56:49 - Value retrieved: bar, Response time: 0.0851 seconds
2024-10-03 10:56:51 - Value retrieved: bar, Response time: 0.0957 seconds
2024-10-03 10:56:53 - Value retrieved: bar, Response time: 0.1158 seconds
2024-10-03 10:56:57 - Value retrieved: bar, Response time: 0.1117 seconds
2024-10-03 10:56:59 - Value retrieved: bar, Response time: 0.0981 seconds
2024-10-03 10:57:01 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:57:05 - Value retrieved: bar, Response time: 0.1390 seconds
2024-10-03 10:57:07 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:57:09 - Value retrieved: bar, Response time: 0.0734 seconds
2024-10-03 10:57:11 - Value retrieved: bar, Response time: 0.0686 seconds
2024-10-03 10:57:13 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:57:15 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 10:57:16 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:57:18 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:57:20 - Value retrieved: bar, Response time: 0.0710 seconds
2024-10-03 10:57:22 - Value retrieved: bar, Response time: 0.0688 seconds
2024-10-03 10:57:24 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 10:57:25 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:57:27 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 10:57:29 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:57:31 - Value retrieved: bar, Response time: 0.0848 seconds
2024-10-03 10:57:33 - Value retrieved: bar, Response time: 0.0880 seconds
2024-10-03 10:57:35 - Value retrieved: bar, Response time: 0.4693 seconds
2024-10-03 10:57:37 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:57:39 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:57:41 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:57:43 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:57:45 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 10:57:47 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 10:57:49 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:57:51 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 10:57:53 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:57:54 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:57:56 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 10:57:58 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:58:00 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:58:02 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:58:03 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:58:05 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:58:07 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:58:09 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:58:10 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 10:58:12 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:58:14 - Value retrieved: bar, Response time: 0.0752 seconds
2024-10-03 10:58:16 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:58:18 - Value retrieved: bar, Response time: 0.0713 seconds
2024-10-03 10:58:20 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:58:22 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:58:24 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:58:26 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:58:28 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:58:30 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:58:32 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 10:58:34 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:58:36 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:58:38 - Value retrieved: bar, Response time: 0.0698 seconds
2024-10-03 10:58:40 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 10:58:42 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 10:58:44 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 10:58:46 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 10:58:48 - Value retrieved: bar, Response time: 0.1135 seconds
2024-10-03 10:58:50 - Value retrieved: bar, Response time: 0.1013 seconds
2024-10-03 10:58:53 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 10:58:55 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 10:58:57 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 10:58:59 - Value retrieved: bar, Response time: 0.0687 seconds
2024-10-03 10:59:01 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:59:02 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:59:04 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 10:59:06 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:59:08 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:59:09 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 10:59:11 - Value retrieved: bar, Response time: 0.0734 seconds
2024-10-03 10:59:13 - Value retrieved: bar, Response time: 0.0721 seconds
2024-10-03 10:59:15 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:59:17 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:59:19 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 10:59:21 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-03 10:59:23 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:59:25 - Value retrieved: bar, Response time: 0.0700 seconds
2024-10-03 10:59:27 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 10:59:29 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 10:59:31 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 10:59:33 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 10:59:35 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 10:59:37 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:59:39 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 10:59:41 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:59:43 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 10:59:45 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 10:59:47 - Value retrieved: bar, Response time: 0.0729 seconds
2024-10-03 10:59:49 - Value retrieved: bar, Response time: 0.0695 seconds
2024-10-03 10:59:51 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 10:59:53 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 10:59:55 - Value retrieved: bar, Response time: 0.0701 seconds
2024-10-03 10:59:57 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 10:59:59 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 11:00:01 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:00:03 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 11:00:05 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:00:07 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 11:00:09 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 11:00:11 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 11:00:13 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 11:00:15 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:00:17 - Value retrieved: bar, Response time: 0.0689 seconds
2024-10-03 11:00:19 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:00:21 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:00:23 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:00:25 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 11:00:27 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-03 11:00:29 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:00:31 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:00:33 - Value retrieved: bar, Response time: 0.0696 seconds
2024-10-03 11:00:35 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 11:00:36 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 11:00:39 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:00:41 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:00:42 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:00:44 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 11:00:46 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 11:00:48 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:00:50 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 11:00:52 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 11:00:54 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 11:00:56 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 11:00:58 - Value retrieved: bar, Response time: 0.0716 seconds
2024-10-03 11:01:00 - Value retrieved: bar, Response time: 0.0738 seconds
2024-10-03 11:01:02 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 11:01:04 - Value retrieved: bar, Response time: 0.0789 seconds
2024-10-03 11:01:06 - Value retrieved: bar, Response time: 0.0714 seconds
2024-10-03 11:01:08 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:01:10 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:01:12 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 11:01:14 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 11:01:16 - Value retrieved: bar, Response time: 0.0754 seconds
2024-10-03 11:01:18 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:01:20 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 11:01:22 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:01:24 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:01:26 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:01:28 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 11:01:30 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:01:32 - Redis is NOT reachable. Downtime started.
2024-10-03 11:01:32 - An error occurred: list index out of range. Reinitializing connection.
2024-10-03 11:01:34 - An error occurred: list index out of range. Reinitializing connection.
2024-10-03 11:01:36 - An error occurred: list index out of range. Reinitializing connection.
2024-10-03 11:01:39 - Redis is reachable. Downtime ended: 7.61 seconds.
2024-10-03 11:01:39 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:01:41 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 11:01:43 - Value retrieved: bar, Response time: 0.0705 seconds
2024-10-03 11:01:45 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:01:46 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:01:48 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 11:01:50 - Value retrieved: bar, Response time: 0.0690 seconds
2024-10-03 11:01:53 - Value retrieved: bar, Response time: 0.0712 seconds
2024-10-03 11:01:55 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 11:01:57 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 11:01:59 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:02:01 - Value retrieved: bar, Response time: 0.0704 seconds
2024-10-03 11:02:03 - Value retrieved: bar, Response time: 0.0703 seconds
2024-10-03 11:02:05 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:02:07 - Value retrieved: bar, Response time: 0.0699 seconds
2024-10-03 11:02:09 - Value retrieved: bar, Response time: 0.0694 seconds
2024-10-03 11:02:11 - Value retrieved: bar, Response time: 0.0692 seconds
2024-10-03 11:02:13 - Value retrieved: bar, Response time: 0.0708 seconds
2024-10-03 11:02:15 - Value retrieved: bar, Response time: 0.0707 seconds
2024-10-03 11:02:17 - Value retrieved: bar, Response time: 0.0711 seconds
2024-10-03 11:02:19 - Value retrieved: bar, Response time: 0.0706 seconds
2024-10-03 11:02:21 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 11:02:23 - Value retrieved: bar, Response time: 0.0691 seconds
2024-10-03 11:02:25 - Value retrieved: bar, Response time: 0.0697 seconds
2024-10-03 11:02:27 - Value retrieved: bar, Response time: 0.0693 seconds
2024-10-03 11:02:29 - Value retrieved: bar, Response time: 0.0741 seconds
2024-10-03 11:02:31 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 11:02:33 - Value retrieved: bar, Response time: 0.0702 seconds
2024-10-03 11:02:35 - Value retrieved: bar, Response time: 0.0709 seconds
2024-10-03 11:02:37 - Value retrieved: bar, Response time: 0.0706 seconds
